gene_id,gene_name,gene_biotype,count
AT3G10585,null,protein_coding,0
AT3G10590,null,protein_coding,0
AT3G10595,null,protein_coding,0
AT3G10600,CAT7,protein_coding,0
AT3G10605,null,protein_coding,0
AT3G10610,RPS17C,protein_coding,1
AT3G10620,NUDT26,protein_coding,0
AT3G10630,null,protein_coding,0
AT3G10640,VPS60.1,protein_coding,4
AT3G10650,NUP1,protein_coding,12
AT3G10660,CPK2,protein_coding,3
AT3G10670,ABCI6,protein_coding,7
AT3G10680,null,protein_coding,1
AT3G10690,GYRA,protein_coding,5
AT3G10700,GALAK,protein_coding,2
AT3G10710,PME24,protein_coding,2
AT3G10720,PME25,protein_coding,16
AT3G10730,SUN2,protein_coding,3
AT3G10740,ASD1,protein_coding,36
AT3G10745,MIR158A,miRNA,88515
AT3G10750,null,protein_coding,0
AT3G10760,null,protein_coding,8
AT3G10770,null,protein_coding,11
AT3G10780,null,protein_coding,0
AT3G10790,null,protein_coding,0
AT3G10800,BZIP28,protein_coding,7
AT3G10810,null,protein_coding,4
AT3G10815,null,protein_coding,1
AT3G10820,MED26A,protein_coding,0
AT3G10840,null,protein_coding,3
AT3G10845,null,protein_coding,0
AT3G10850,GLX2-2,protein_coding,13
AT3G10860,null,protein_coding,11
AT3G10870,MES17,protein_coding,1
AT3G10880,null,protein_coding,0
AT3G10890,MAN3,protein_coding,6
AT3G10900,MAN4,protein_coding,20
AT3G10910,ATL72,protein_coding,0
AT3G10915,null,protein_coding,3
AT3G10920,MSD1,protein_coding,16
AT3G10930,null,protein_coding,2
AT3G10940,LSF2,protein_coding,2
AT3G10950,RPL37AB,protein_coding,14
AT3G10960,AZG1,protein_coding,3
AT3G10970,null,protein_coding,5
AT3G10974,null,protein_coding,0
AT3G10980,null,protein_coding,6
AT3G10985,SAG20,protein_coding,62
AT3G10986,null,protein_coding,0
AT3G10990,null,protein_coding,0
AT3G11000,null,protein_coding,0
AT3G11010,AtRLP34,protein_coding,0
AT3G11020,DREB2B,protein_coding,0
AT3G11030,TBL32,protein_coding,3
AT3G11040,null,protein_coding,4
AT3G11050,FER2,protein_coding,0
AT3G11060,null,protein_coding,0
AT3G11070,null,protein_coding,4
AT3G11080,AtRLP35,protein_coding,1
AT3G11090,LBD21,protein_coding,0
AT3G11100,null,protein_coding,2
AT3G11110,ATL66,protein_coding,4
AT3G11120,RPL41G,protein_coding,4
AT3G11130,CHC1,protein_coding,62
AT3G11150,null,protein_coding,0
AT3G11160,null,protein_coding,0
AT3G11165,null,protein_coding,26
AT3G11170,FAD7,protein_coding,13
AT3G11180,null,protein_coding,3
AT3G11200,AL2,protein_coding,7
AT3G11210,CPRD49,protein_coding,2
AT3G11220,ELP4,protein_coding,0
AT3G11230,null,protein_coding,0
AT3G11240,ATE2,protein_coding,2
AT3G11250,RPP0C,protein_coding,7
AT3G11260,WOX5,protein_coding,0
AT3G11270,RPN8B,protein_coding,5
AT3G11280,null,protein_coding,4
AT3G11285,null,tRNA,0
AT3G11290,null,protein_coding,2
AT3G11300,null,protein_coding,1
AT3G11310,null,protein_coding,16
AT3G11320,null,protein_coding,3
AT3G11325,null,protein_coding,1
AT3G11330,PIRL9,protein_coding,12
AT3G11340,UGT76B1,protein_coding,3
AT3G11350,null,protein_coding,0
AT3G11370,null,protein_coding,0
AT3G11380,null,protein_coding,0
AT3G11385,null,protein_coding,0
AT3G11390,null,protein_coding,0
AT3G11395,null,tRNA,62
AT3G11397,PRA1A3,protein_coding,3
AT3G11400,EIF3G1,protein_coding,14
AT3G11402,null,protein_coding,1
AT3G11405,null,protein_coding,0
AT3G11410,PP2CA,protein_coding,16
AT3G11415,null,ncRNA,0
AT3G11420,null,protein_coding,4
AT3G11430,GPAT5,protein_coding,1
AT3G11435,MIR172C,miRNA,0
AT3G11440,ATMYB65,protein_coding,0
AT3G11450,null,protein_coding,5
AT3G11460,PCMP-H52,protein_coding,0
AT3G11470,null,protein_coding,0
AT3G11480,BSMT1,protein_coding,0
AT3G11490,ROPGAP4,protein_coding,2
AT3G11500,null,protein_coding,3
AT3G11505,null,tRNA,0
AT3G11510,RPS14B,protein_coding,16
AT3G11520,CYCB1-3,protein_coding,0
AT3G11530,null,protein_coding,4
AT3G11540,SPY,protein_coding,5
AT3G11550,CASP2,protein_coding,1
AT3G11560,null,protein_coding,12
AT3G11570,TBL8,protein_coding,0
AT3G11580,null,protein_coding,0
AT3G11590,null,protein_coding,4
AT3G11591,null,protein_coding,0
AT3G11600,null,protein_coding,4
AT3G11620,null,protein_coding,0
AT3G11630,BAS1,protein_coding,30
AT3G11640,null,protein_coding,1
AT3G11650,NHL2,protein_coding,7
AT3G11660,NHL1,protein_coding,10
AT3G11670,DGD1,protein_coding,10
AT3G11680,null,protein_coding,22
AT3G11690,null,protein_coding,7
AT3G11700,FLA18,protein_coding,15
AT3G11710,ATKRS-1,protein_coding,14
AT3G11720,null,protein_coding,0
AT3G11730,RABD1,protein_coding,3
AT3G11740,null,protein_coding,0
AT3G11745,null,protein_coding,0
AT3G11750,FOLB1,protein_coding,0
AT3G11760,null,protein_coding,6
AT3G11770,null,protein_coding,5
AT3G11773,null,protein_coding,0
AT3G11780,null,protein_coding,13
AT3G11800,null,protein_coding,3
AT3G11810,null,protein_coding,2
AT3G11820,SYP121,protein_coding,8
AT3G11825,null,protein_coding,0
AT3G11830,CCT7,protein_coding,7
AT3G11840,PUB24,protein_coding,4
AT3G11850,null,protein_coding,2
AT3G11860,null,protein_coding,0
AT3G11870,null,protein_coding,0
AT3G11880,null,protein_coding,4
AT3G11890,null,protein_coding,7
AT3G11900,ANT1,protein_coding,5
AT3G11910,UBP13,protein_coding,15
AT3G11920,null,protein_coding,0
AT3G11930,null,protein_coding,12
AT3G11940,RPS5B,protein_coding,20
AT3G11945,PDS2,protein_coding,3
AT3G11950,null,protein_coding,1
AT3G11960,null,protein_coding,6
AT3G11964,RRP5,protein_coding,15
AT3G11980,FAR2,protein_coding,0
AT3G11990,null,protein_coding,7
AT3G12000,null,protein_coding,0
AT3G12010,null,protein_coding,7
AT3G12020,null,protein_coding,10
AT3G12030,null,protein_coding,0
AT3G12040,MAG,protein_coding,0
AT3G12050,null,protein_coding,14
AT3G12060,TBL1,protein_coding,0
AT3G12070,RGTB2,protein_coding,0
AT3G12080,emb2738,protein_coding,9
AT3G12090,TET6,protein_coding,2
AT3G12100,MTPC2,protein_coding,0
AT3G12110,ACT11,protein_coding,9
AT3G12120,FAD2,protein_coding,42
AT3G12130,null,protein_coding,0
AT3G12140,null,protein_coding,5
AT3G12145,FLR1,protein_coding,18
AT3G12150,null,protein_coding,3
AT3G12160,RABA4D,protein_coding,0
AT3G12170,null,protein_coding,0
AT3G12180,null,protein_coding,0
AT3G12190,null,protein_coding,0
AT3G12200,Nek7,protein_coding,2
AT3G12203,SCPL17,protein_coding,1
AT3G12210,null,protein_coding,4
AT3G12220,SCPL16,protein_coding,0
AT3G12230,SCPL14,protein_coding,0
AT3G12240,SCPL15,protein_coding,0
AT3G12250,TGA6,protein_coding,2
AT3G12260,null,protein_coding,25
AT3G12270,PRMT3,protein_coding,1
AT3G12280,RBR1,protein_coding,8
AT3G12290,FOLD2,protein_coding,10
AT3G12300,null,protein_coding,1
AT3G12320,LNK3,protein_coding,5
AT3G12340,FKBP43,protein_coding,1
AT3G12345,null,protein_coding,7
AT3G12350,null,protein_coding,6
AT3G12360,ITN1,protein_coding,10
AT3G12370,null,protein_coding,2
AT3G12380,ARP5,protein_coding,2
AT3G12385,null,tRNA,0
AT3G12390,null,protein_coding,5
AT3G12400,ELC,protein_coding,8
AT3G12410,null,protein_coding,0
AT3G12420,null,protein_coding,0
AT3G12430,null,protein_coding,0
AT3G12440,null,protein_coding,0
AT3G12460,null,protein_coding,0
AT3G12470,null,protein_coding,0
AT3G12480,NF-YC11,protein_coding,3
AT3G12490,CYS6,protein_coding,2
AT3G12500,CHI-B,protein_coding,17
AT3G12502,null,lncRNA,0
AT3G12510,null,protein_coding,0
AT3G12520,SULTR4;2,protein_coding,5
AT3G12530,GINS2,protein_coding,0
AT3G12540,null,protein_coding,0
AT3G12545,null,protein_coding,0
AT3G12550,FDM3,protein_coding,2
AT3G12560,TRP3,protein_coding,4
AT3G12570,FYD,protein_coding,6
AT3G12580,MED37C,protein_coding,40
AT3G12585,null,tRNA,13
AT3G12587,OST4A,protein_coding,2
AT3G12590,null,protein_coding,6
AT3G12600,NUDT16,protein_coding,7
AT3G12610,DRT100,protein_coding,36
AT3G12620,PP2C38,protein_coding,10
AT3G12630,SAP5,protein_coding,12
AT3G12640,null,protein_coding,4
AT3G12650,null,protein_coding,1
AT3G12660,FLA14,protein_coding,0
AT3G12670,emb2742,protein_coding,9
AT3G12680,HUA1,protein_coding,1
AT3G12685,null,protein_coding,1
AT3G12690,AGC1-5,protein_coding,0
AT3G12700,NANA,protein_coding,2
AT3G12710,null,protein_coding,9
AT3G12720,ATY53,protein_coding,0
AT3G12730,PHL12,protein_coding,1
AT3G12740,ALIS1,protein_coding,24
AT3G12750,ZIP1,protein_coding,4
AT3G12760,null,protein_coding,3
AT3G12770,PCMP-H43,protein_coding,0
AT3G12775,null,protein_coding,0
AT3G12780,PGK1,protein_coding,43
AT3G12800,SDRB,protein_coding,3
AT3G12810,PIE1,protein_coding,4
AT3G12820,AtMYB10,protein_coding,0
AT3G12830,SAUR72,protein_coding,0
AT3G12833,null,protein_coding,2
AT3G12835,null,protein_coding,0
AT3G12840,null,protein_coding,0
AT3G12850,null,protein_coding,0
AT3G12860,null,protein_coding,1
AT3G12870,null,protein_coding,0
AT3G12880,null,protein_coding,0
AT3G12890,ASML2,protein_coding,0
AT3G12900,null,protein_coding,0
AT3G12910,null,protein_coding,0
AT3G12915,null,protein_coding,1
AT3G12920,BRG3,protein_coding,7
AT3G12930,IJ,protein_coding,1
AT3G12940,null,protein_coding,4
AT3G12950,null,protein_coding,0
AT3G12955,null,protein_coding,0
AT3G12960,null,protein_coding,0
AT3G12965,null,ncRNA,4
AT3G12970,null,protein_coding,1
AT3G12977,null,protein_coding,0
AT3G12980,HAC5,protein_coding,7
AT3G12990,RRP45A,protein_coding,1
AT3G13000,null,protein_coding,0
AT3G13010,null,protein_coding,0
AT3G13020,null,protein_coding,0
AT3G13030,null,protein_coding,0
AT3G13040,PHL6,protein_coding,11
AT3G13050,OCT7,protein_coding,2
AT3G13060,ECT5,protein_coding,2
AT3G13061,null,lncRNA,0
AT3G13062,null,protein_coding,12
AT3G13065,SRF4,protein_coding,1
AT3G13070,CBSDUFCH1,protein_coding,2
AT3G13075,null,protein_coding,0
AT3G13080,ABCC3,protein_coding,19
AT3G13090,ABCC6,protein_coding,2
AT3G13100,ABCC7,protein_coding,1
AT3G13110,SAT3,protein_coding,19
AT3G13120,RPS10,protein_coding,21
AT3G13130,null,protein_coding,0
AT3G13140,null,protein_coding,0
AT3G13150,null,protein_coding,0
AT3G13160,null,protein_coding,1
AT3G13170,SPO11-1,protein_coding,0
AT3G13175,null,protein_coding,0
AT3G13180,null,protein_coding,4
AT3G13190,null,protein_coding,0
AT3G13200,EMB2769,protein_coding,10
AT3G13210,null,protein_coding,0
AT3G13220,ABCG26,protein_coding,0
AT3G13222,GIP1,protein_coding,4
AT3G13223,null,tRNA,0
AT3G13224,null,protein_coding,8
AT3G13225,null,protein_coding,3
AT3G13226,null,protein_coding,2
AT3G13227,null,protein_coding,0
AT3G13228,null,protein_coding,0
AT3G13229,null,protein_coding,0
AT3G13230,null,protein_coding,4
AT3G13235,null,protein_coding,8
AT3G13240,null,protein_coding,1
AT3G13275,null,protein_coding,1
AT3G13276,null,protein_coding,0
AT3G13277,null,ncRNA,0
AT3G13280,null,protein_coding,0
AT3G13290,VCR,protein_coding,8
AT3G13300,VCS,protein_coding,15
AT3G13310,null,protein_coding,8
AT3G13320,CAX2,protein_coding,5
AT3G13330,PA200,protein_coding,11
AT3G13335,null,tRNA,0
AT3G13340,null,protein_coding,8
AT3G13350,HMGB10,protein_coding,2
AT3G13360,WIP3,protein_coding,4
AT3G13370,null,protein_coding,4
AT3G13380,BRL3,protein_coding,6
AT3G13390,sks11,protein_coding,1
AT3G13400,sks13,protein_coding,0
AT3G13403,null,protein_coding,0
AT3G13404,null,protein_coding,0
AT3G13405,MIR169A,miRNA,91
AT3G13410,null,protein_coding,14
AT3G13420,null,protein_coding,0
AT3G13430,null,protein_coding,4
AT3G13432,null,protein_coding,0
AT3G13433,null,protein_coding,0
AT3G13435,null,protein_coding,0
AT3G13437,null,protein_coding,0
AT3G13440,null,protein_coding,5
AT3G13445,TBP1,protein_coding,6
AT3G13450,DIN4,protein_coding,7
AT3G13460,ECT2,protein_coding,50
AT3G13470,CPN60B2,protein_coding,27
AT3G13480,null,protein_coding,0
AT3G13490,OVA5,protein_coding,1
AT3G13500,null,protein_coding,0
AT3G13510,null,protein_coding,4
AT3G13520,AGP12,protein_coding,10
AT3G13525,null,snoRNA,124
AT3G13530,M3KE1,protein_coding,8
AT3G13540,MYB5,protein_coding,0
AT3G13550,COP10,protein_coding,3
AT3G13560,null,protein_coding,3
AT3G13570,SCL30A,protein_coding,1
AT3G13580,RPL7D,protein_coding,4
AT3G13590,null,protein_coding,0
AT3G13600,IQM2,protein_coding,0
AT3G13610,F6'H1,protein_coding,2
AT3G13620,null,protein_coding,0
AT3G13630,null,protein_coding,0
AT3G13640,ABCE1,protein_coding,2
AT3G13650,DIR7,protein_coding,0
AT3G13660,DIR22,protein_coding,0
AT3G13662,DIR8,protein_coding,30
AT3G13670,null,protein_coding,7
AT3G13672,null,protein_coding,1
AT3G13674,null,protein_coding,0
AT3G13677,null,protein_coding,0
AT3G13680,null,protein_coding,0
AT3G13682,LDL2,protein_coding,2
AT3G13690,null,protein_coding,5
AT3G13700,null,protein_coding,0
AT3G13710,PRA1F4,protein_coding,0
AT3G13720,PRA1F3,protein_coding,8
AT3G13724,MIR823A,miRNA,38
AT3G13730,CYP90D1,protein_coding,0
AT3G13740,null,protein_coding,4
AT3G13750,BGAL1,protein_coding,118
AT3G13760,null,protein_coding,1
AT3G13770,PCMP-H85,protein_coding,0
AT3G13772,TMN7,protein_coding,10
AT3G13780,null,protein_coding,2
AT3G13782,NAP1;4,protein_coding,0
AT3G13784,CWINV5,protein_coding,0
AT3G13790,CWINV1,protein_coding,18
AT3G13800,null,protein_coding,1
AT3G13810,AtIDD11,protein_coding,3
AT3G13820,null,protein_coding,0
AT3G13830,null,protein_coding,0
AT3G13840,SCL29,protein_coding,0
AT3G13845,null,protein_coding,0
AT3G13850,LBD22,protein_coding,2
AT3G13855,U6-26,snRNA,0
AT3G13857,null,protein_coding,0
AT3G13860,HSP60-3A,protein_coding,3
AT3G13870,RHD3,protein_coding,32
AT3G13880,PCMP-E89,protein_coding,2
AT3G13882,null,protein_coding,1
AT3G13890,MYB26,protein_coding,1
AT3G13898,null,protein_coding,0
AT3G13900,ALA7,protein_coding,0
AT3G13910,null,protein_coding,0
AT3G13920,EIF4A1,protein_coding,34
AT3G13930,null,protein_coding,6
AT3G13940,null,protein_coding,2
AT3G13950,null,protein_coding,0
AT3G13960,GRF5,protein_coding,3
AT3G13970,ATG12B,protein_coding,2
AT3G13980,null,protein_coding,1
AT3G13990,null,protein_coding,4
AT3G14000,BRXL2,protein_coding,0
AT3G14010,CID4,protein_coding,11
AT3G14020,NFYA6,protein_coding,2
AT3G14030,null,protein_coding,0
AT3G14040,null,protein_coding,0
AT3G14050,RSH2,protein_coding,10
AT3G14060,null,protein_coding,4
AT3G14067,SBT1.4,protein_coding,54
AT3G14070,CCX3,protein_coding,0
AT3G14075,null,protein_coding,3
AT3G14080,LSM1B,protein_coding,1
AT3G14090,ATEXO70D3,protein_coding,2
AT3G14100,UBP1C,protein_coding,27
AT3G14110,FLU,protein_coding,4
AT3G14120,NUP107,protein_coding,6
AT3G14130,GLO4,protein_coding,2
AT3G14140,null,protein_coding,0
AT3G14150,GLO3,protein_coding,1
AT3G14160,null,protein_coding,1
AT3G14170,null,protein_coding,0
AT3G14172,null,protein_coding,2
AT3G14180,ASIL2,protein_coding,4
AT3G14185,null,ncRNA,0
AT3G14190,PANS1,protein_coding,1
AT3G14200,null,protein_coding,4
AT3G14205,SAC2,protein_coding,10
AT3G14210,ESM1,protein_coding,58
AT3G14220,null,protein_coding,11
AT3G14225,GLIP4,protein_coding,0
AT3G14230,RAP2-2,protein_coding,32
AT3G14240,SBT1.5,protein_coding,14
AT3G14250,null,protein_coding,0
AT3G14260,null,protein_coding,0
AT3G14270,FAB1B,protein_coding,21
AT3G14280,null,protein_coding,0
AT3G14290,PAE2,protein_coding,3
AT3G14300,PME26,protein_coding,0
AT3G14310,PME3,protein_coding,67
AT3G14320,ATL61,protein_coding,0
AT3G14330,PCMP-H57,protein_coding,0
AT3G14340,null,protein_coding,0
AT3G14350,SRF7,protein_coding,13
AT3G14360,null,protein_coding,2
AT3G14362,DVL19,protein_coding,0
AT3G14370,WAG2,protein_coding,3
AT3G14380,null,protein_coding,0
AT3G14385,MIR169F,miRNA,24
AT3G14390,LYSA1,protein_coding,8
AT3G14395,null,protein_coding,1
AT3G14400,UBP25,protein_coding,5
AT3G14410,null,protein_coding,2
AT3G14415,null,protein_coding,46
AT3G14420,GLO1,protein_coding,90
AT3G14430,null,protein_coding,4
AT3G14440,NCED3,protein_coding,0
AT3G14450,CID9,protein_coding,1
AT3G14452,null,protein_coding,0
AT3G14460,null,protein_coding,1
AT3G14463,null,protein_coding,0
AT3G14467,null,protein_coding,0
AT3G14470,RPPL1,protein_coding,0
AT3G14475,null,snoRNA,0
AT3G14480,null,protein_coding,0
AT3G14490,TPS17,protein_coding,0
AT3G14510,null,protein_coding,0
AT3G14520,TPS18,protein_coding,0
AT3G14530,GGPPS9,protein_coding,0
AT3G14540,TPS19,protein_coding,0
AT3G14550,GGPS3,protein_coding,0
AT3G14560,null,protein_coding,1
AT3G14570,CALS8,protein_coding,5
AT3G14580,null,protein_coding,0
AT3G14590,NTMC2TYPE6.2,protein_coding,2
AT3G14595,null,protein_coding,5
AT3G14600,RPL18AC,protein_coding,6
AT3G14610,CYP72A7,protein_coding,5
AT3G14620,CYP72A8,protein_coding,9
AT3G14630,CYP72A9,protein_coding,0
AT3G14640,CYP72A10,protein_coding,2
AT3G14650,CYP72A11,protein_coding,5
AT3G14660,CYP72A13,protein_coding,17
AT3G14670,null,protein_coding,56
AT3G14680,CYP72A14,protein_coding,6
AT3G14690,CYP72A15,protein_coding,6
AT3G14700,null,protein_coding,0
AT3G14710,null,protein_coding,0
AT3G14720,MPK19,protein_coding,5
AT3G14730,PCMP-E31,protein_coding,1
AT3G14735,U6-1,snRNA,0
AT3G14740,null,protein_coding,0
AT3G14750,FLXL1,protein_coding,2
AT3G14760,null,protein_coding,0
AT3G14770,SWEET2,protein_coding,4
AT3G14780,null,protein_coding,1
AT3G14790,RHM3,protein_coding,2
AT3G14810,MSL5,protein_coding,2
AT3G14820,null,protein_coding,0
AT3G14830,null,protein_coding,6
AT3G14840,LRR-RLK,protein_coding,40
AT3G14850,TBL41,protein_coding,0
AT3G14855,null,tRNA,96
AT3G14860,null,protein_coding,3
AT3G14870,null,protein_coding,1
AT3G14880,null,protein_coding,0
AT3G14890,ZDP,protein_coding,0
AT3G14900,null,protein_coding,2
AT3G14910,null,protein_coding,4
AT3G14920,null,protein_coding,5
AT3G14930,HEME1,protein_coding,13
AT3G14940,PPC3,protein_coding,70
AT3G14950,TTL2,protein_coding,0
AT3G14960,B3GALT13,protein_coding,2
AT3G14970,null,protein_coding,0
AT3G14980,IDM1,protein_coding,1
AT3G14981,null,protein_coding,0
AT3G14990,DJ1A,protein_coding,30
AT3G15000,MORF8,protein_coding,12
AT3G15010,UBA2C,protein_coding,1
AT3G15020,mMDH2,protein_coding,8
AT3G15030,TCP4,protein_coding,2
AT3G15040,null,protein_coding,3
AT3G15050,IQD10,protein_coding,0
AT3G15055,null,tRNA,0
AT3G15060,RABA1G,protein_coding,1
AT3G15070,null,protein_coding,3
AT3G15080,null,protein_coding,0
AT3G15090,null,protein_coding,2
AT3G15095,null,protein_coding,16
AT3G15110,null,protein_coding,3
AT3G15111,null,protein_coding,0
AT3G15115,null,protein_coding,0
AT3G15120,null,protein_coding,8
AT3G15130,PCMP-H86,protein_coding,1
AT3G15140,null,protein_coding,0
AT3G15150,MMS21,protein_coding,0
AT3G15160,null,protein_coding,1
AT3G15170,NAC054,protein_coding,0
AT3G15180,null,protein_coding,8
AT3G15190,RPS20,protein_coding,10
AT3G15200,null,protein_coding,0
AT3G15210,ERF4,protein_coding,16
AT3G15220,null,protein_coding,3
AT3G15240,null,protein_coding,1
AT3G15250,null,protein_coding,5
AT3G15251,null,protein_coding,0
AT3G15260,null,protein_coding,6
AT3G15270,SPL5,protein_coding,1
AT3G15280,null,protein_coding,0
AT3G15290,null,protein_coding,3
AT3G15300,VQ19,protein_coding,1
AT3G15340,PPI2,protein_coding,2
AT3G15350,null,protein_coding,6
AT3G15351,null,protein_coding,1
AT3G15352,ATCOX17,protein_coding,2
AT3G15353,MT3,protein_coding,19
AT3G15354,SPA3,protein_coding,8
AT3G15355,UBC25,protein_coding,5
AT3G15356,LEC,protein_coding,8
AT3G15357,null,protein_coding,1
AT3G15358,null,protein_coding,1
AT3G15359,null,protein_coding,0
AT3G15360,ATHM4,protein_coding,32
AT3G15370,ATEXPA12,protein_coding,0
AT3G15380,CHER1,protein_coding,3
AT3G15390,SDE5,protein_coding,0
AT3G15395,null,protein_coding,4
AT3G15400,ATA20,protein_coding,0
AT3G15410,null,protein_coding,4
AT3G15420,null,protein_coding,0
AT3G15430,null,protein_coding,5
AT3G15440,null,protein_coding,0
AT3G15450,null,protein_coding,195
AT3G15460,BRIX1-1,protein_coding,6
AT3G15470,null,protein_coding,5
AT3G15480,null,protein_coding,6
AT3G15490,null,protein_coding,0
AT3G15500,NAC055,protein_coding,5
AT3G15510,NAC056,protein_coding,1
AT3G15518,null,protein_coding,0
AT3G15520,CYP37,protein_coding,0
AT3G15530,null,protein_coding,12
AT3G15534,null,protein_coding,0
AT3G15536,null,ncRNA,0
AT3G15540,IAA19,protein_coding,4
AT3G15548,null,protein_coding,0
AT3G15550,null,protein_coding,5
AT3G15570,null,protein_coding,2
AT3G15578,null,protein_coding,0
AT3G15580,ATG8I,protein_coding,6
AT3G15585,null,tRNA,0
AT3G15590,null,protein_coding,7
AT3G15604,null,protein_coding,0
AT3G15605,null,protein_coding,0
AT3G15610,null,protein_coding,6
AT3G15620,UVR3,protein_coding,2
AT3G15630,null,protein_coding,17
AT3G15635,null,protein_coding,0
AT3G15640,COX5B-1,protein_coding,5
AT3G15650,null,protein_coding,0
AT3G15660,GRXS15,protein_coding,2
AT3G15670,LEA29,protein_coding,0
AT3G15680,null,protein_coding,0
AT3G15690,null,protein_coding,6
AT3G15700,null,protein_coding,0
AT3G15710,null,protein_coding,7
AT3G15720,null,protein_coding,0
AT3G15730,PLDALPHA1,protein_coding,83
AT3G15740,null,protein_coding,1
AT3G15750,null,protein_coding,0
AT3G15760,null,protein_coding,5
AT3G15770,null,protein_coding,1
AT3G15780,null,protein_coding,1
AT3G15790,MBD11,protein_coding,3
AT3G15800,null,protein_coding,0
AT3G15810,null,protein_coding,16
AT3G15820,ROD1,protein_coding,3
AT3G15830,null,protein_coding,0
AT3G15840,PIFI,protein_coding,10
AT3G15850,ADS3,protein_coding,7
AT3G15860,null,protein_coding,0
AT3G15870,ADS3.2,protein_coding,1
AT3G15880,WSIP2,protein_coding,5
AT3G15890,null,protein_coding,0
AT3G15900,null,protein_coding,1
AT3G15909,null,protein_coding,0
AT3G15910,null,protein_coding,0
AT3G15920,EREX,protein_coding,10
AT3G15930,PCMP-E51,protein_coding,0
AT3G15940,null,protein_coding,3
AT3G15950,NAI2,protein_coding,127
AT3G15960,null,protein_coding,0
AT3G15970,NUP50B,protein_coding,2
AT3G15980,null,protein_coding,27
AT3G15990,SULTR3;4,protein_coding,3
AT3G16000,MFP1,protein_coding,11
AT3G16010,null,protein_coding,1
AT3G16020,null,protein_coding,2
AT3G16030,CES101,protein_coding,0
AT3G16040,null,protein_coding,1
AT3G16050,PDX12,protein_coding,1
AT3G16060,KIN13B,protein_coding,3
AT3G16070,null,protein_coding,0
AT3G16080,RPL37C,protein_coding,8
AT3G16090,HRD1A,protein_coding,8
AT3G16100,RABG3C,protein_coding,1
AT3G16110,PDIL1-6,protein_coding,5
AT3G16117,null,protein_coding,0
AT3G16120,null,protein_coding,1
AT3G16130,ATROPGEF13,protein_coding,0
AT3G16140,PSAH1,protein_coding,34
AT3G16150,null,protein_coding,1
AT3G16160,TCX8,protein_coding,0
AT3G16170,AAE13,protein_coding,1
AT3G16175,null,protein_coding,0
AT3G16180,NPF1.1,protein_coding,5
AT3G16190,null,protein_coding,8
AT3G16200,null,protein_coding,2
AT3G16210,null,protein_coding,0
AT3G16220,null,protein_coding,3
AT3G16230,null,protein_coding,4
AT3G16240,TIP2-1,protein_coding,180
AT3G16250,PNSB3,protein_coding,6
AT3G16260,TRZ4,protein_coding,3
AT3G16270,MTV1,protein_coding,6
AT3G16280,null,protein_coding,0
AT3G16290,FTSHI2,protein_coding,2
AT3G16300,null,protein_coding,0
AT3G16310,NUP35,protein_coding,3
AT3G16320,CDC27a,protein_coding,0
AT3G16330,null,protein_coding,0
AT3G16340,ABCG29,protein_coding,8
AT3G16350,null,protein_coding,1
AT3G16360,AHP4,protein_coding,0
AT3G16370,APG,protein_coding,72
AT3G16380,PAB6,protein_coding,2
AT3G16390,NSP3,protein_coding,0
AT3G16400,NSP1,protein_coding,56
AT3G16410,NSP4,protein_coding,3
AT3G16420,PBP1,protein_coding,133
AT3G16430,PBP2,protein_coding,4
AT3G16432,null,protein_coding,0
AT3G16440,ATMLP-300B,protein_coding,6
AT3G16450,JAL33,protein_coding,44
AT3G16460,JAL34,protein_coding,249
AT3G16470,JAL35,protein_coding,35
AT3G16480,MPPA2,protein_coding,7
AT3G16490,IQD26,protein_coding,0
AT3G16500,IAA26,protein_coding,12
AT3G16510,null,protein_coding,1
AT3G16520,UGT88A1,protein_coding,14
AT3G16525,null,protein_coding,0
AT3G16530,null,protein_coding,10
AT3G16540,DEGP11,protein_coding,0
AT3G16550,DEGP12,protein_coding,0
AT3G16552,null,tRNA,3
AT3G16555,null,protein_coding,0
AT3G16560,null,protein_coding,2
AT3G16565,null,protein_coding,0
AT3G16570,RALF23,protein_coding,18
AT3G16580,null,protein_coding,0
AT3G16590,null,protein_coding,0
AT3G16600,null,protein_coding,0
AT3G16610,PCMP-E91,protein_coding,1
AT3G16620,TOC120,protein_coding,2
AT3G16630,KIN13A,protein_coding,10
AT3G16640,TCTP1,protein_coding,145
AT3G16650,PRL2,protein_coding,0
AT3G16660,null,protein_coding,2
AT3G16670,null,protein_coding,10
AT3G16680,null,protein_coding,16
AT3G16690,SWEET16,protein_coding,2
AT3G16700,FAHD2,protein_coding,1
AT3G16710,null,protein_coding,2
AT3G16712,null,protein_coding,0
AT3G16720,ATL2,protein_coding,0
AT3G16730,CAPH2,protein_coding,1
AT3G16740,null,protein_coding,2
AT3G16750,null,protein_coding,2
AT3G16760,null,protein_coding,4
AT3G16770,RAP2-3,protein_coding,84
AT3G16780,RPL19B,protein_coding,5
AT3G16785,PLDP1,protein_coding,11
AT3G16800,null,protein_coding,23
AT3G16810,APUM24,protein_coding,7
AT3G16820,null,protein_coding,50
AT3G16830,TPR2,protein_coding,14
AT3G16840,null,protein_coding,3
AT3G16850,null,protein_coding,15
AT3G16857,ARR1,protein_coding,17
AT3G16860,COBL8,protein_coding,4
AT3G16870,GATA17,protein_coding,4
AT3G16880,null,protein_coding,3
AT3G16890,PPR40,protein_coding,1
